<<<<<<< HEAD
RDM Server,No,No,No,Yes,Yes,No,No,No,No,No,No,No
SAP HANA,?,?,?,?,?,?,?,?,?,?,?,No
solidDB,No,No,No,No,Yes,No,No,No,No,No,No,No
SQL Anywhere,No,No,Yes,No,No,No,No,No,Yes,Yes,?,Yes
SQLite,Yes[106],No,Yes[107],Yes,No,No,No,No,Yes[108],SpatiaLite[109],?,No
SQream DB,?,?,?,?,Yes,?,?,?,?,?,?,No
Teradata,No,Yes,Yes,Yes,No,Yes,No,No,?[110],?,?,No
UniVerse,Yes,Yes,Yes3,Yes3,Yes3,No,No,No,?,Yes[111],?,No
,R-/R+ tree,Hash,Expression,Partial,Reverse,Bitmap,GiST,GIN,Full-text,Spatial,FOT,Duplicate index prevention
=======
,Max DB size,Max table size,Max row size,Max columns per row,Max Blob/Clob size,Max CHAR size,Max NUMBER size,Min DATE value,Max DATE value,Max column name size
4th Dimension,Limited,?,?,"65,135",200 GB (2 GiB Unicode),200 GB (2 GiB Unicode),64 bits,?,?,?
Advantage Database Server,Unlimited,16 EiB,"65,530 B","65,135 / (10+ AvgFieldNameLength)",4 GiB,?,64 bits,?,?,128
Apache Derby,Unlimited,Unlimited,Unlimited,"1,012 (5,000 in views)","2,147,483,647 chars","254 (VARCHAR: 32,672)",64 bits,0001-01-01,9999-12-31,128
ClustrixDB,Unlimited,Unlimited,"64 MB on Appliance, 4 MB on AWS",?,64 MB,64 MB,64 MB,0001-01-01,9999-12-31,254
CUBRID,2 EB,2 EB,Unlimited,Unlimited,Unlimited,1 GB,64 bits,0001-01-01,9999-12-31,254
DB2,Unlimited,2 ZB,"1,048,319 B","1,012",2 GB,32 KiB,64 bits,0001-01-01,9999-12-31,128
Empress Embedded Database,Unlimited,263-1 bytes,2 GB,"32,767",2 GB,2 GB,64 bits,0000-01-01,9999-12-31,32
EXASolution,Unlimited,Unlimited,Unlimited,"10,000",N/A,2 MB,128 bits,0001-01-01,9999-12-31,256
FileMaker,8 TB,8 TB,8 TB,"256,000,000",4 GB,"10,000,000","1 billion characters, 10^-400 to 10^400, +-",0001-01-01,4000-12-31,100
Firebird,Unlimited1,~32 TB,"65,536 B",Depends on data types used,32 GB,"32,767 B",64 bits,100,32768,31
HSQLDB,64 TB,Unlimited8,Unlimited8,Unlimited8,64 TB7,Unlimited8,Unlimited8,0001-01-01,9999-12-31,128
H2,64 TB,Unlimited8,Unlimited8,Unlimited8,64 TB7,Unlimited8,64 bits,-99999999,99999999,Unlimited8
,Max DB size,Max table size,Max row size,Max columns per row,Max Blob/Clob size,Max CHAR size,Max NUMBER size,Min DATE value,Max DATE value,Max column name size
Informix Dynamic Server,~128 PB12,~128 PB12,"32,765 bytes (exclusive of large objects)","32,765",4 TB,"32,765",1032,01/01/000110,12/31/9999,128 bytes
Ingres,Unlimited,Unlimited,256 KB,"1,024",2 GB,32 000 B,64 bits,0001,9999,256
InterBase,Unlimited1,~32 TB,"65,536 B",Depends on data types used,2 GB,"32,767 B",64 bits,100,32768,31
Linter SQL RDBMS,Unlimited,230 rows,"64 KB (w/o BLOBs), 2GB (each BLOB value)",250,2 GB,4000 B,64 bits,0001-01-01,9999-12-31,66
MariaDB,Unlimited,MyISAM storage limits: 256 TB; Innodb storage limits: 64 TB; Aria storage limits: ???,64 KB3,"4,0964","4 GB (longtext, longblob)",64 KB (text),64 bits,1000,9999,64[68]
Microsoft Access (JET),2 GB,2 GB,16 MB,255,"64 KB (memo field), 1 GB ("OLE Object" field)",255 B (text field),32 bits,0100,9999,64
Microsoft Visual Foxpro,Unlimited,2 GB,"65,500 B",255,2 GB,16 MB,32 bits,0001,9999,10
Microsoft SQL Server,"524,272 TB (32 767 files * 16 TB max file size) 16ZB per instance","524,272 TB","8,060 bytes/2TB6","1,024/30,000(with sparse columns)",2 GB/Unlimited (using RBS/FILESTREAM object),2 GB6,126 bits2,0001,9999,128
Microsoft SQL Server Compact (Embedded Database),4 GB,4 GB,"8,060 bytes",1024,2 GB,4000,154 bits,0001,9999,128
Mimer SQL,Unlimited,Unlimited,16000,252,Unlimited,15000,45 digits,0001-01-01,9999-12-31,128
MonetDB,Unlimited,Unlimited,Unlimited,Unlimited,2 GB,2 GB,128 bits,-9999-01-01,9999-12-31,1024
MySQL,Unlimited,MyISAM storage limits: 256 TB; Innodb storage limits: 64 TB,64 KB3,"4,0964","4 GB (longtext, longblob)",64 KB (text),64 bits,1000,9999,64
OpenLink Virtuoso,32 TB per instance (Unlimited via elastic cluster),DB size (or 32 TB),4 KB,200,2 GB,2 GB,231,0,9999,100
Oracle,2PB (with standard 8k block) 8PB (with max 32k block) 8EB (with max 32k block and BIGFILE option),4 GB * block size (with BIGFILE tablespace),8 KB,"1,000",128 TB,"32,767 B11",126 bits,?4712,9999,128
,Max DB size,Max table size,Max row size,Max columns per row,Max Blob/Clob size,Max CHAR size,Max NUMBER size,Min DATE value,Max DATE value,Max column name size
Pervasive PSQL,4 billion objects,256 GB,2 GB,"1,536",2 GB,"8,000 bytes",64 bits,01-01-0001,12-31-9999,128 bytes
Polyhedra,"Limited by available RAM, address space",232 rows,Unlimited,"65,536",4 GB (subject to RAM),4 GB (subject to RAM),64 bits,0001-01-01,8000-12-31,255
PostgreSQL,Unlimited,32 TB,1.6 TB,250–1600 depending on type,"1 GB (text, bytea)[69] – stored inline or 4 TB (stored in pg_largeobject)[70]",1 GB,Unlimited,"?4,713","5,874,897",63
Raima Database Manager,Unlimited,248-1 rows,32 KB,"1,000",4 GB,"char: 256, varchar: 4 KB",64 bits,0001-01-01,11758978-12-31,31
RDM Server,Unlimited,264-1 rows,32 KB,"32,768",Unlimited,32 KB,64 bits,0001-01-01,11758978-12-31,32
SAP HANA,?,?,?,?,?,?,?,?,?,?
solidDB,256 TB,256 TB,32 KB + BLOB data,Limited by row size,4 GB,4 GB,64 bits,-32768-01-01,32767-12-31,254
SQL Anywhere[71],"104 TB (13 files, each file up to 8 TB (32 KB pages))",Limited by file size,Limited by file size,"45,000",2 GB,2 GB,64 bits,0001-01-01,9999-12-31,128 bytes
SQLite,128 TB (231 pages * 64 KB max page size),Limited by file size,Limited by file size,"32,767",2 GB,2 GB,64 bits,No DATE type9,No DATE type9,Unlimited
Teradata,Unlimited,Unlimited,64000 wo/lobs (64 GB w/lobs),"2,048",2 GB,"64,000",38 digits,0001-01-01,9999-12-31,128
UniVerse,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited,Unlimited
,Max DB size,Max table size,Max row size,Max columns per row,Max Blob/Clob size,Max CHAR size,Max NUMBER size,Min DATE value,Max DATE value,Max column name size
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
