SUSE Linux,"Free, and nonfree",24094,11385,"YaST, Zypper",RPM,YaST,,,
Tiny Core Linux,"Free, and nonfree",25160,,"ab, tce-load",tcz,"tc-install, core2usb",,,
Tiny SliTaz,"Free, and nonfree",50,,Web site[205],tazpkg,,,,iPXE
Trisquel,Free only,52748[206],,APT,.deb,Ubiquity,,,
TurnKey GNU/Linux,"Free, and nonfree",Based on Debian[183] (plus ?30 custom packages),"21041From the Sources.gz files in the main, contrib and non-free sections of Debian Jessie. On the 2015-11-21, Debian Sid, the development release, have 24757 source packages. (currently TurnKey only supplies source code for custom packages)",APT,.deb,DI-Live (custom fork of Debian Installer),,,
"Ubuntu, Kubuntu, Xubuntu","Free, and nonfree",Based on Debian[183],"24474From the Sources.gz files in the main,universe, multiverse and restricted sections of Ubuntu Wily.",APT,.deb,Ubiquity,,,PXE
Ututo,Free only,5000,,UTUTO Package Manager,ebuild,,,,
Vector Linux,"Free, and nonfree",,,"slapt-get, gslapt, installpkg",tgz,,,,
Void Linux,"Free, nonfree and multilib",6000,6719,xbps,.xbps,ncurses script,,,
XBMC Live,"Free, and nonfree",,,APT,.deb,,,,
Zentyal,"Free, and nonfree",Based on Debian[183],,APT,.deb,dpkg,,,
Zenwalk,"Free, and nonfree",2000,,"netpkg, installpkg, upgradepkg","tgz, txz",,,,
Distribution,Free software repositories,Approximate number of pre-compiled packages,Approximate number of source packages,Default package management tools,Package format,Default installer,Graphical installation process,Netinstall,Netboot
>>>>>>> ff4582384893868142f1b485861afa33c91d9c67
